"Jahr","Stadtquartier (historisch) (Code)","Stadtquartier (historisch) (Num)","Stadtquartier (historisch) (Name)","Kontinet BfS","Kontinent BfS (Sort)","Region BfS","Region BfS (Sort)","Land Heimat aktuell (Code)","Land Heimat aktuell (Name)","Land Heimat aktuell (Sort)","Land Heimat historisch (Code)","Land Heimat historisch (Name)","Land Heimat historisch (Sort)","wirtschaftliche Bevölkerung"
"2012","033","33","Friesenberg","Europa","1","Südosteuropa","17","8252","Bosnien-Herzegowina","45","8252","Bosnien-Herzegowina","48","21"
"2012","033","33","Friesenberg","Europa","1","Südosteuropa","17","8255","Mazedonien","46","8255","Mazedonien","51","52"
"2012","033","33","Friesenberg","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro, Kosovo","48","8248","Serbien","49","86"
"2012","033","33","Friesenberg","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro, Kosovo","48","8254","Montenegro","50","1"
"2012","033","33","Friesenberg","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro, Kosovo","48","8256","Kosovo","52","68"
"2012","033","33","Friesenberg","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro, Kosovo","48","8259","Serbien und Montenegro","54","13"
"2012","033","33","Friesenberg","Europa","1","Südwesteuropa","15","8231","Portugal","29","8231","Portugal","32","165"
"2012","033","33","Friesenberg","Europa","1","Südwesteuropa","15","8236","Spanien","34","8236","Spanien","37","111"
"2012","033","33","Friesenberg","Europa","1","Westeuropa","14","8204","Belgien","5","8204","Belgien","4","6"
"2012","033","33","Friesenberg","Europa","1","Westeuropa","14","8212","Frankreich","11","8212","Frankreich","13","19"
"2012","033","33","Friesenberg","Europa","1","Westeuropa","14","8215","Grossbritannien","14","8215","Grossbritannien","16","40"
"2012","033","33","Friesenberg","Europa","1","Westeuropa","14","8216","Irland","15","8216","Irland","17","5"
"2012","033","33","Friesenberg","Europa","1","Westeuropa","14","8223","Luxemburg","21","8223","Luxemburg","24","1"
"2012","033","33","Friesenberg","Europa","1","Westeuropa","14","8227","Niederlande","25","8227","Niederlande","28","21"
"2012","033","33","Friesenberg","Europa","1","Zentraleuropa","13","1000","Schweiz","2","1000","Schweiz","1","8683"
"2012","033","33","Friesenberg","Europa","1","Zentraleuropa","13","8207","Deutschland","8","8207","Deutschland","8","466"
"2012","033","33","Friesenberg","Europa","1","Zentraleuropa","13","8222","Liechtenstein","20","8222","Liechtenstein","23","1"
"2012","033","33","Friesenberg","Europa","1","Zentraleuropa","13","8229","Österreich","27","8229","Österreich","30","81"
"2012","033","33","Friesenberg","Europa","1","Zentraleuropa","13","8230","Polen","28","8230","Polen","31","24"
"2012","033","33","Friesenberg","Europa","1","Zentraleuropa","13","8240","Ungarn","38","8240","Ungarn","41","16"
"2012","033","33","Friesenberg","Europa","1","Zentraleuropa","13","8243","Slowakische Republik","41","8243","Slowakische Republik","44","12"
"2012","033","33","Friesenberg","Europa","1","Zentraleuropa","13","8244","Tschechische Republik","42","8244","Tschechische Republik","45","8"
"2012","033","33","Friesenberg","Ozeanien","5","Südliches Ozeanien","56","8601","Australien","233","8601","Australien","244","2"
"2012","033","33","Friesenberg","Ozeanien","5","Südliches Ozeanien","56","8607","Neuseeland","238","8607","Neuseeland","249","1"
"2012","033","33","Friesenberg","Unbekannt","9","Unbekannt","99","8995","Staat unbekannt","275","8995","Unbekannt","288","2"
"2012","034","34","Sihlfeld","Afrika","2","Nordafrika","21","8304","Algerien","63","8304","Algerien","70","14"
"2012","034","34","Sihlfeld","Afrika","2","Nordafrika","21","8331","Marokko","88","8331","Marokko","95","16"
"2012","034","34","Sihlfeld","Afrika","2","Nordafrika","21","8350","Sudan","106","8350","Sudan","113","2"
"2012","034","34","Sihlfeld","Afrika","2","Nordafrika","21","8357","Tunesien","112","8357","Tunesien","119","9"
"2012","034","34","Sihlfeld","Afrika","2","Nordafrika","21","8359","Ägypten","114","8359","Ägypten","121","11"
"2012","034","34","Sihlfeld","Afrika","2","Ostafrika","22","8302","Äthiopien","61","8302","Äthiopien","68","8"
"2012","034","34","Sihlfeld","Afrika","2","Ostafrika","22","8320","Kenia","77","8320","Kenia","84","5"
"2012","034","34","Sihlfeld","Afrika","2","Ostafrika","22","8348","Somalia","104","8348","Somalia","111","71"
"2012","034","34","Sihlfeld","Afrika","2","Ostafrika","22","8362","Eritrea","117","8362","Eritrea","124","63"
"2012","034","34","Sihlfeld","Afrika","2","Südafrika","26","8349","Südafrika","105","8349","Südafrika","112","6"
"2012","034","34","Sihlfeld","Afrika","2","Südwestafrika","25","8305","Angola","64","8305","Angola","71","6"
"2012","034","34","Sihlfeld","Afrika","2","Südwestafrika","25","8351","Namibia","107","8351","Namibia","114","1"
"2012","034","34","Sihlfeld","Afrika","2","Westafrika","24","8310","Côte d'Ivoire","68","8310","Côte d'Ivoire","75","2"
"2012","034","34","Sihlfeld","Afrika","2","Westafrika","24","8312","Gambia","70","8312","Gambia","77","10"
"2012","034","34","Sihlfeld","Afrika","2","Westafrika","24","8313","Ghana","71","8313","Ghana","78","14"
"2012","034","34","Sihlfeld","Afrika","2","Westafrika","24","8315","Guinea","73","8315","Guinea","80","3"
"2012","034","34","Sihlfeld","Afrika","2","Westafrika","24","8317","Kamerun","74","8317","Kamerun","81","4"
"2012","034","34","Sihlfeld","Afrika","2","Westafrika","24","8322","Kongo","79","8322","Kongo","86","9"
"2012","034","34","Sihlfeld","Afrika","2","Westafrika","24","8330","Mali","87","8330","Mali","94","1"
"2012","034","34","Sihlfeld","Afrika","2","Westafrika","24","8336","Nigeria","93","8336","Nigeria","100","20"
"2012","034","34","Sihlfeld","Afrika","2","Westafrika","24","8337","Burkina Faso","94","8337","Burkina Faso","101","1"
"2012","034","34","Sihlfeld","Afrika","2","Westafrika","24","8345","Senegal","101","8345","Senegal","108","9"
"2012","034","34","Sihlfeld","Afrika","2","Zentralafrika","23","8323","Dem. Republik Kongo","80","8323","Dem. Republik Kongo","87","4"
"2012","034","34","Sihlfeld","Afrika","2","Zentralafrika","23","8358","Uganda","113","8358","Uganda","120","3"
"2012","034","34","Sihlfeld","Amerika","3","Karibik","32","8402","Bahamas","128","8402","Bahamas","135","1"
"2012","034","34","Sihlfeld","Amerika","3","Karibik","32","8409","Dominikanische Republik","135","8409","Dominikanische Republik","142","61"
"2012","034","34","Sihlfeld","Amerika","3","Karibik","32","8421","Jamaika","147","8421","Jamaika","154","7"
"2012","034","34","Sihlfeld","Amerika","3","Karibik","32","8425","Kuba","150","8425","Kuba","157","12"
"2012","034","34","Sihlfeld","Amerika","3","Karibik","32","8436","Trinidad und Tobago","160","8436","Trinidad und Tobago","167","3"
"2012","034","34","Sihlfeld","Amerika","3","Mittleres Südamerika","35","8405","Bolivien","131","8405","Bolivien","138","10"
"2012","034","34","Sihlfeld","Amerika","3","Mittleres Südamerika","35","8406","Brasilien","132","8406","Brasilien","139","76"
"2012","034","34","Sihlfeld","Amerika","3","Mittleres Südamerika","35","8410","Ecuador","136","8410","Ecuador","143","9"
"2012","034","34","Sihlfeld","Amerika","3","Mittleres Südamerika","35","8431","Paraguay","155","8431","Paraguay","162","1"
"2012","034","34","Sihlfeld","Amerika","3","Mittleres Südamerika","35","8432","Peru","156","8432","Peru","163","18"
"2012","034","34","Sihlfeld","Amerika","3","Nordamerika","31","8423","Kanada","148","8423","Kanada","155","18"
"2012","034","34","Sihlfeld","Amerika","3","Nordamerika","31","8439","USA","163","8439","USA","170","79"
"2012","034","34","Sihlfeld","Amerika","3","Nördliches Südamerika","34","8424","Kolumbien","149","8424","Kolumbien","156","30"
"2012","034","34","Sihlfeld","Amerika","3","Nördliches Südamerika","34","8438","Venezuela","162","8438","Venezuela","169","5"
"2012","034","34","Sihlfeld","Amerika","3","Südliches Südamerika","36","8401","Argentinien","127","8401","Argentinien","134","16"
"2012","034","34","Sihlfeld","Amerika","3","Südliches Südamerika","36","8407","Chile","133","8407","Chile","140","13"
"2012","034","34","Sihlfeld","Amerika","3","Zentralamerika","33","8408","Costa Rica","134","8408","Costa Rica","141","1"
"2012","034","34","Sihlfeld","Amerika","3","Zentralamerika","33","8415","Guatemala","141","8415","Guatemala","148","1"
"2012","034","34","Sihlfeld","Amerika","3","Zentralamerika","33","8420","Honduras","146","8420","Honduras","153","1"
"2012","034","34","Sihlfeld","Amerika","3","Zentralamerika","33","8427","Mexico","152","8427","Mexico","159","19"
"2012","034","34","Sihlfeld","Asien","4","Ostasien","42","8507","Chinesisches Taipei","187","8507","Chinesisches Taipei","194","4"
"2012","034","34","Sihlfeld","Asien","4","Ostasien","42","8508","China (Volksrepublik China)","188","8508","China (Volksrepublik China)","195","29"
"2012","034","34","Sihlfeld","Asien","4","Ostasien","42","8515","Japan","194","8515","Japan","202","20"
"2012","034","34","Sihlfeld","Asien","4","Ostasien","42","8539","Republik Korea","216","8539","Republik Korea","225","11"
"2012","034","34","Sihlfeld","Asien","4","Südasien","46","8501","Afghanistan","181","8501","Afghanistan","188","43"
"2012","034","34","Sihlfeld","Asien","4","Südasien","46","8506","Sri Lanka","186","8506","Sri Lanka","193","150"
"2012","034","34","Sihlfeld","Asien","4","Südasien","46","8510","Indien","189","8510","Indien","197","67"
"2012","034","34","Sihlfeld","Asien","4","Südasien","46","8529","Nepal","208","8529","Nepal","216","3"
"2012","034","34","Sihlfeld","Asien","4","Südasien","46","8533","Pakistan","211","8533","Pakistan","220","26"
"2012","034","34","Sihlfeld","Asien","4","Südasien","46","8546","Bangla Desh","221","8546","Bangla Desh","232","56"
"2012","034","34","Sihlfeld","Asien","4","Südostasien","47","8511","Indonesien","190","8511","Indonesien","198","6"
"2012","034","34","Sihlfeld","Asien","4","Südostasien","47","8518","Kambodscha","197","8518","Kambodscha","205","2"
"2012","034","34","Sihlfeld","Asien","4","Südostasien","47","8525","Malaysia","204","8525","Malaysia","212","8"
"2012","034","34","Sihlfeld","Asien","4","Südostasien","47","8534","Philippinen","212","8534","Philippinen","221","24"
"2012","034","34","Sihlfeld","Asien","4","Südostasien","47","8537","Singapur","214","8537","Singapur","223","5"
"2012","034","34","Sihlfeld","Asien","4","Südostasien","47","8542","Thailand","218","8542","Thailand","228","46"
"2012","034","34","Sihlfeld","Asien","4","Südostasien","47","8545","Vietnam","220","8545","Vietnam","231","17"
"2012","034","34","Sihlfeld","Asien","4","Südwestasien","45","8561","Aserbaidschan","225","8561","Aserbaidschan","236","5"
"2012","034","34","Sihlfeld","Asien","4","Südwestasien","45","8562","Georgien","226","8562","Georgien","237","1"
"2012","034","34","Sihlfeld","Asien","4","Westasien","44","8512","Irak","191","8512","Irak","199","44"
"2012","034","34","Sihlfeld","Asien","4","Westasien","44","8513","Iran","192","8513","Iran","200","4"
"2012","034","34","Sihlfeld","Asien","4","Westasien","44","8514","Israel","193","8514","Israel","201","23"
"2012","034","34","Sihlfeld","Asien","4","Westasien","44","8517","Jordanien","196","8517","Jordanien","204","1"
"2012","034","34","Sihlfeld","Asien","4","Westasien","44","8521","Kuwait","200","8521","Kuwait","208","1"
"2012","034","34","Sihlfeld","Asien","4","Westasien","44","8523","Libanon","202","8523","Libanon","210","13"
"2012","034","34","Sihlfeld","Asien","4","Westasien","44","8541","Syrien","217","8541","Syrien","227","19"
"2012","034","34","Sihlfeld","Asien","4","Zentralasien","43","8563","Kasachstan","227","8563","Kasachstan","238","1"
"2012","034","34","Sihlfeld","Asien","4","Zentralasien","43","8564","Kirgistan","228","8564","Kirgistan","239","2"
"2012","034","34","Sihlfeld","Europa","1","Nordeuropa","11","8206","Dänemark","7","8206","Dänemark","6","21"
"2012","034","34","Sihlfeld","Europa","1","Nordeuropa","11","8211","Finnland","10","8211","Finnland","12","16"
"2012","034","34","Sihlfeld","Europa","1","Nordeuropa","11","8217","Island","16","8217","Island","18","1"
"2012","034","34","Sihlfeld","Europa","1","Nordeuropa","11","8228","Norwegen","26","8228","Norwegen","29","9"
"2012","034","34","Sihlfeld","Europa","1","Nordeuropa","11","8234","Schweden","32","8234","Schweden","35","44"
"2012","034","34","Sihlfeld","Europa","1","Osteuropa","12","8260","Estland","49","8260","Estland","55","10"
"2012","034","34","Sihlfeld","Europa","1","Osteuropa","12","8261","Lettland","50","8261","Lettland","56","4"
"2012","034","34","Sihlfeld","Europa","1","Osteuropa","12","8262","Litauen","51","8262","Litauen","57","7"
"2012","034","34","Sihlfeld","Europa","1","Osteuropa","12","8264","Russland","53","8264","Russland","59","25"
"2012","034","34","Sihlfeld","Europa","1","Osteuropa","12","8265","Ukraine","54","8265","Ukraine","60","11"
"2012","034","34","Sihlfeld","Europa","1","Osteuropa","12","8266","Belarus","55","8266","Belarus","62","3"
"2012","034","34","Sihlfeld","Europa","1","Südeuropa","16","8214","Griechenland","13","8214","Griechenland","15","64"
"2012","034","34","Sihlfeld","Europa","1","Südeuropa","16","8218","Italien","17","8218","Italien","19","758"
"2012","034","34","Sihlfeld","Europa","1","Südeuropa","16","8239","Türkei","37","8239","Türkei","40","196"
"2012","034","34","Sihlfeld","Europa","1","Südosteuropa","17","8201","Albanien","3","8201","Albanien","2","5"
"2012","034","34","Sihlfeld","Europa","1","Südosteuropa","17","8205","Bulgarien","6","8205","Bulgarien","5","26"
"2012","034","34","Sihlfeld","Europa","1","Südosteuropa","17","8232","Rumänien","30","8232","Rumänien","33","26"
"2012","034","34","Sihlfeld","Europa","1","Südosteuropa","17","8250","Kroatien","43","8250","Kroatien","46","115"
"2012","034","34","Sihlfeld","Europa","1","Südosteuropa","17","8251","Slowenien","44","8251","Slowenien","47","10"
"2012","034","34","Sihlfeld","Europa","1","Südosteuropa","17","8252","Bosnien-Herzegowina","45","8252","Bosnien-Herzegowina","48","60"
"2012","034","34","Sihlfeld","Europa","1","Südosteuropa","17","8255","Mazedonien","46","8255","Mazedonien","51","182"
"2012","034","34","Sihlfeld","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro, Kosovo","48","8248","Serbien","49","257"
"2012","034","34","Sihlfeld","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro, Kosovo","48","8254","Montenegro","50","6"
"2012","034","34","Sihlfeld","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro, Kosovo","48","8256","Kosovo","52","114"
"2012","034","34","Sihlfeld","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro, Kosovo","48","8259","Serbien und Montenegro","54","57"
"2012","034","34","Sihlfeld","Europa","1","Südwesteuropa","15","8231","Portugal","29","8231","Portugal","32","550"
"2012","034","34","Sihlfeld","Europa","1","Südwesteuropa","15","8236","Spanien","34","8236","Spanien","37","393"
"2012","034","34","Sihlfeld","Europa","1","Westeuropa","14","8204","Belgien","5","8204","Belgien","4","36"
"2012","034","34","Sihlfeld","Europa","1","Westeuropa","14","8212","Frankreich","11","8212","Frankreich","13","130"
"2012","034","34","Sihlfeld","Europa","1","Westeuropa","14","8215","Grossbritannien","14","8215","Grossbritannien","16","161"
"2012","034","34","Sihlfeld","Europa","1","Westeuropa","14","8216","Irland","15","8216","Irland","17","22"
"2012","034","34","Sihlfeld","Europa","1","Westeuropa","14","8223","Luxemburg","21","8223","Luxemburg","24","15"
"2012","034","34","Sihlfeld","Europa","1","Westeuropa","14","8227","Niederlande","25","8227","Niederlande","28","73"
"2012","034","34","Sihlfeld","Europa","1","Zentraleuropa","13","1000","Schweiz","2","1000","Schweiz","1","14090"
"2012","034","34","Sihlfeld","Europa","1","Zentraleuropa","13","8207","Deutschland","8","8207","Deutschland","8","1598"
"2012","034","34","Sihlfeld","Europa","1","Zentraleuropa","13","8222","Liechtenstein","20","8222","Liechtenstein","23","19"
"2012","034","34","Sihlfeld","Europa","1","Zentraleuropa","13","8229","Österreich","27","8229","Österreich","30","214"
"2012","034","34","Sihlfeld","Europa","1","Zentraleuropa","13","8230","Polen","28","8230","Polen","31","52"
"2012","034","34","Sihlfeld","Europa","1","Zentraleuropa","13","8240","Ungarn","38","8240","Ungarn","41","40"
"2012","034","34","Sihlfeld","Europa","1","Zentraleuropa","13","8243","Slowakische Republik","41","8243","Slowakische Republik","44","50"
"2012","034","34","Sihlfeld","Europa","1","Zentraleuropa","13","8244","Tschechische Republik","42","8244","Tschechische Republik","45","31"
"2012","034","34","Sihlfeld","Ozeanien","5","Mittleres Ozeanien","53","8602","Fidschi Inseln","234","8602","Fidschi Inseln","245","1"
"2012","034","34","Sihlfeld","Ozeanien","5","Südliches Ozeanien","56","8601","Australien","233","8601","Australien","244","12"
"2012","034","34","Sihlfeld","Ozeanien","5","Südliches Ozeanien","56","8607","Neuseeland","238","8607","Neuseeland","249","6"
"2012","034","34","Sihlfeld","Unbekannt","9","Unbekannt","99","8995","Staat unbekannt","275","8995","Unbekannt","288","4"
"2012","034","34","Sihlfeld","Unbekannt","9","Unbekannt","99","8995","Staat unbekannt","275","8999","Ausland unbekannt","286","2"
"2012","034","34","Sihlfeld","Unbekannt","9","Unbekannt","99","8998","Staatenlos","276","8998","Staatenlos","288","1"
"2012","041","41","Werd","Afrika","2","Nordafrika","21","8304","Algerien","63","8304","Algerien","70","1"
"2012","041","41","Werd","Afrika","2","Nordafrika","21","8331","Marokko","88","8331","Marokko","95","3"
"2012","041","41","Werd","Afrika","2","Nordafrika","21","8357","Tunesien","112","8357","Tunesien","119","4"
"2012","041","41","Werd","Afrika","2","Nordafrika","21","8359","Ägypten","114","8359","Ägypten","121","4"
"2012","041","41","Werd","Afrika","2","Ostafrika","22","8302","Äthiopien","61","8302","Äthiopien","68","8"
"2012","041","41","Werd","Afrika","2","Ostafrika","22","8348","Somalia","104","8348","Somalia","111","1"
"2012","041","41","Werd","Afrika","2","Ostafrika","22","8362","Eritrea","117","8362","Eritrea","124","9"
"2012","041","41","Werd","Afrika","2","Südafrika","26","8349","Südafrika","105","8349","Südafrika","112","1"
"2012","041","41","Werd","Afrika","2","Südwestafrika","25","8305","Angola","64","8305","Angola","71","4"
"2012","041","41","Werd","Afrika","2","Westafrika","24","8312","Gambia","70","8312","Gambia","77","1"
"2012","041","41","Werd","Afrika","2","Westafrika","24","8313","Ghana","71","8313","Ghana","78","3"
"2012","041","41","Werd","Afrika","2","Westafrika","24","8315","Guinea","73","8315","Guinea","80","1"
"2012","041","41","Werd","Afrika","2","Westafrika","24","8317","Kamerun","74","8317","Kamerun","81","4"
"2012","041","41","Werd","Afrika","2","Westafrika","24","8336","Nigeria","93","8336","Nigeria","100","1"
"2012","041","41","Werd","Afrika","2","Westafrika","24","8345","Senegal","101","8345","Senegal","108","1"
"2012","041","41","Werd","Afrika","2","Westafrika","24","8354","Togo","110","8354","Togo","117","4"
"2012","041","41","Werd","Afrika","2","Zentralafrika","23","8341","Rwanda","97","8341","Rwanda","104","0"
"2012","041","41","Werd","Amerika","3","Karibik","32","8409","Dominikanische Republik","135","8409","Dominikanische Republik","142","12"
"2012","041","41","Werd","Amerika","3","Karibik","32","8425","Kuba","150","8425","Kuba","157","2"
"2012","041","41","Werd","Amerika","3","Mittleres Südamerika","35","8406","Brasilien","132","8406","Brasilien","139","15"
"2012","041","41","Werd","Amerika","3","Mittleres Südamerika","35","8410","Ecuador","136","8410","Ecuador","143","1"
"2012","041","41","Werd","Amerika","3","Mittleres Südamerika","35","8432","Peru","156","8432","Peru","163","1"
"2012","041","41","Werd","Amerika","3","Nordamerika","31","8423","Kanada","148","8423","Kanada","155","6"
"2012","041","41","Werd","Amerika","3","Nordamerika","31","8439","USA","163","8439","USA","170","25"
"2012","041","41","Werd","Amerika","3","Nördliches Südamerika","34","8424","Kolumbien","149","8424","Kolumbien","156","3"
"2012","041","41","Werd","Amerika","3","Nördliches Südamerika","34","8438","Venezuela","162","8438","Venezuela","169","1"
"2012","041","41","Werd","Amerika","3","Südliches Südamerika","36","8401","Argentinien","127","8401","Argentinien","134","3"
"2012","041","41","Werd","Amerika","3","Südliches Südamerika","36","8407","Chile","133","8407","Chile","140","3"
"2012","041","41","Werd","Asien","4","Nördliches Asien","41","8528","Mongolei","207","8528","Mongolei","215","1"
"2012","041","41","Werd","Asien","4","Ostasien","42","8507","Chinesisches Taipei","187","8507","Chinesisches Taipei","194","1"
"2012","041","41","Werd","Asien","4","Ostasien","42","8508","China (Volksrepublik China)","188","8508","China (Volksrepublik China)","195","8"
"2012","041","41","Werd","Asien","4","Ostasien","42","8508","China (Volksrepublik China)","188","8543","Tibet","229","1"
"2012","041","41","Werd","Asien","4","Ostasien","42","8515","Japan","194","8515","Japan","202","4"
"2012","041","41","Werd","Asien","4","Ostasien","42","8539","Republik Korea","216","8539","Republik Korea","225","4"
"2012","041","41","Werd","Asien","4","Südasien","46","8501","Afghanistan","181","8501","Afghanistan","188","15"
"2012","041","41","Werd","Asien","4","Südasien","46","8506","Sri Lanka","186","8506","Sri Lanka","193","23"
"2012","041","41","Werd","Asien","4","Südasien","46","8510","Indien","189","8510","Indien","197","23"
"2012","041","41","Werd","Asien","4","Südasien","46","8533","Pakistan","211","8533","Pakistan","220","4"
"2012","041","41","Werd","Asien","4","Südasien","46","8546","Bangla Desh","221","8546","Bangla Desh","232","35"
"2012","041","41","Werd","Asien","4","Südostasien","47","8505","Myanmar","185","8505","Myanmar","192","1"
"2012","041","41","Werd","Asien","4","Südostasien","47","8525","Malaysia","204","8525","Malaysia","212","2"
"2012","041","41","Werd","Asien","4","Südostasien","47","8534","Philippinen","212","8534","Philippinen","221","5"
"2012","041","41","Werd","Asien","4","Südostasien","47","8537","Singapur","214","8537","Singapur","223","1"
"2012","041","41","Werd","Asien","4","Südostasien","47","8542","Thailand","218","8542","Thailand","228","12"
"2012","041","41","Werd","Asien","4","Südostasien","47","8545","Vietnam","220","8545","Vietnam","231","1"
"2012","041","41","Werd","Asien","4","Westasien","44","8512","Irak","191","8512","Irak","199","8"
"2012","041","41","Werd","Asien","4","Westasien","44","8514","Israel","193","8514","Israel","201","6"
"2012","041","41","Werd","Asien","4","Westasien","44","8521","Kuwait","200","8521","Kuwait","208","1"
"2012","041","41","Werd","Asien","4","Westasien","44","8541","Syrien","217","8541","Syrien","227","5"
"2012","041","41","Werd","Europa","1","Nordeuropa","11","8206","Dänemark","7","8206","Dänemark","6","8"
"2012","041","41","Werd","Europa","1","Nordeuropa","11","8211","Finnland","10","8211","Finnland","12","2"
"2012","041","41","Werd","Europa","1","Nordeuropa","11","8228","Norwegen","26","8228","Norwegen","29","3"
"2012","041","41","Werd","Europa","1","Nordeuropa","11","8234","Schweden","32","8234","Schweden","35","20"
"2012","041","41","Werd","Europa","1","Osteuropa","12","8261","Lettland","50","8261","Lettland","56","2"
"2012","041","41","Werd","Europa","1","Osteuropa","12","8262","Litauen","51","8262","Litauen","57","1"
"2012","041","41","Werd","Europa","1","Osteuropa","12","8264","Russland","53","8264","Russland","59","9"
"2012","041","41","Werd","Europa","1","Osteuropa","12","8265","Ukraine","54","8265","Ukraine","60","5"
"2012","041","41","Werd","Europa","1","Südeuropa","16","8214","Griechenland","13","8214","Griechenland","15","20"
"2012","041","41","Werd","Europa","1","Südeuropa","16","8218","Italien","17","8218","Italien","19","133"
"2012","041","41","Werd","Europa","1","Südeuropa","16","8224","Malta","22","8224","Malta","25","1"
"2012","041","41","Werd","Europa","1","Südeuropa","16","8239","Türkei","37","8239","Türkei","40","45"
"2012","041","41","Werd","Europa","1","Südeuropa","16","8242","Zypern","40","8242","Zypern","43","1"
"2012","041","41","Werd","Europa","1","Südosteuropa","17","8205","Bulgarien","6","8205","Bulgarien","5","10"
"2012","041","41","Werd","Europa","1","Südosteuropa","17","8232","Rumänien","30","8232","Rumänien","33","9"
"2012","041","41","Werd","Europa","1","Südosteuropa","17","8250","Kroatien","43","8250","Kroatien","46","20"
"2012","041","41","Werd","Europa","1","Südosteuropa","17","8251","Slowenien","44","8251","Slowenien","47","3"
"2012","041","41","Werd","Europa","1","Südosteuropa","17","8252","Bosnien-Herzegowina","45","8252","Bosnien-Herzegowina","48","7"
"2012","041","41","Werd","Europa","1","Südosteuropa","17","8255","Mazedonien","46","8255","Mazedonien","51","16"
"2012","041","41","Werd","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro, Kosovo","48","8248","Serbien","49","25"
"2012","041","41","Werd","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro, Kosovo","48","8256","Kosovo","52","11"
"2012","041","41","Werd","Europa","1","Südosteuropa","17","8259","Serbien und Montenegro, Kosovo","48","8259","Serbien und Montenegro","54","6"
"2012","041","41","Werd","Europa","1","Südwesteuropa","15","8231","Portugal","29","8231","Portugal","32","75"
"2012","041","41","Werd","Europa","1","Südwesteuropa","15","8236","Spanien","34","8236","Spanien","37","74"
"2012","041","41","Werd","Europa","1","Westeuropa","14","8204","Belgien","5","8204","Belgien","4","10"
"2012","041","41","Werd","Europa","1","Westeuropa","14","8212","Frankreich","11","8212","Frankreich","13","63"
"2012","041","41","Werd","Europa","1","Westeuropa","14","8215","Grossbritannien","14","8215","Grossbritannien","16","69"
"2012","041","41","Werd","Europa","1","Westeuropa","14","8216","Irland","15","8216","Irland","17","11"
"2012","041","41","Werd","Europa","1","Westeuropa","14","8223","Luxemburg","21","8223","Luxemburg","24","4"
"2012","041","41","Werd","Europa","1","Westeuropa","14","8227","Niederlande","25","8227","Niederlande","28","28"
"2012","041","41","Werd","Europa","1","Zentraleuropa","13","1000","Schweiz","2","1000","Schweiz","1","2677"
"2012","041","41","Werd","Europa","1","Zentraleuropa","13","8207","Deutschland","8","8207","Deutschland","8","429"
"2012","041","41","Werd","Europa","1","Zentraleuropa","13","8222","Liechtenstein","20","8222","Liechtenstein","23","3"
"2012","041","41","Werd","Europa","1","Zentraleuropa","13","8229","Österreich","27","8229","Österreich","30","43"
"2012","041","41","Werd","Europa","1","Zentraleuropa","13","8230","Polen","28","8230","Polen","31","20"
"2012","041","41","Werd","Europa","1","Zentraleuropa","13","8240","Ungarn","38","8240","Ungarn","41","18"
"2012","041","41","Werd","Europa","1","Zentraleuropa","13","8243","Slowakische Republik","41","8243","Slowakische Republik","44","17"
"2012","041","41","Werd","Europa","1","Zentraleuropa","13","8244","Tschechische Republik","42","8244","Tschechische Republik","45","6"
"2012","041","41","Werd","Ozeanien","5","Südliches Ozeanien","56","8601","Australien","233","8601","Australien","244","6"
"2012","041","41","Werd","Ozeanien","5","Südliches Ozeanien","56","8607","Neuseeland","238","8607","Neuseeland","249","2"
"2012","042","42","Langstrasse","Afrika","2","Nordafrika","21","8304","Algerien","63","8304","Algerien","70","7"
"2012","042","42","Langstrasse","Afrika","2","Nordafrika","21","8326","Libyen","83","8326","Libyen","90","8"
"2012","042","42","Langstrasse","Afrika","2","Nordafrika","21","8331","Marokko","88","8331","Marokko","95","9"
"2012","042","42","Langstrasse","Afrika","2","Nordafrika","21","8350","Sudan","106","8350","Sudan","113","2"
"2012","042","42","Langstrasse","Afrika","2","Nordafrika","21","8357","Tunesien","112","8357","Tunesien","119","6"
"2012","042","42","Langstrasse","Afrika","2","Nordafrika","21","8359","Ägypten","114","8359","Ägypten","121","3"
"2012","042","42","Langstrasse","Afrika","2","Ostafrika","22","8302","Äthiopien","61","8302","Äthiopien","68","8"
"2012","042","42","Langstrasse","Afrika","2","Ostafrika","22","8320","Kenia","77","8320","Kenia","84","3"
"2012","042","42","Langstrasse","Afrika","2","Ostafrika","22","8348","Somalia","104","8348","Somalia","111","56"
"2012","042","42","Langstrasse","Afrika","2","Ostafrika","22","8353","Tansania","109","8353","Tansania","116","1"
"2012","042","42","Langstrasse","Afrika","2","Ostafrika","22","8362","Eritrea","117","8362","Eritrea","124","46"
"2012","042","42","Langstrasse","Afrika","2","Südostafrika","27","8327","Madagaskar","84","8327","Madagaskar","91","3"
"2012","042","42","Langstrasse","Afrika","2","Südwestafrika","25","8305","Angola","64","8305","Angola","71","2"
